"","text","retweet_count","favorited","truncated","id_str","in_reply_to_screen_name","source","retweeted","created_at","in_reply_to_status_id_str","in_reply_to_user_id_str","lang","listed_count","verified","location","user_id_str","description","geo_enabled","user_created_at","statuses_count","followers_count","favourites_count","protected","user_url","name","time_zone","user_lang","utc_offset","friends_count","screen_name","country_code","country","place_type","full_name","place_name","place_id","place_lat","place_lon","lat","lon","expanded_url","url"
"302","Im there!! <ed><a0><bd><ed><b4><a5> https://t.co/9ViRubT0Xb",0,FALSE,FALSE,"978140930757640192",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Mon Mar 26 05:25:45 +0000 2018",NA,NA,"en",3,FALSE,"Tehachapi, CA","312874096","Native | LAD <U+26BE><U+FE0F>",TRUE,"Tue Jun 07 20:10:50 +0000 2011",54575,877,37957,FALSE,"http://curiouscat.me/vegaa__","Ryan","Pacific Time (US & Canada)","en",-25200,841,"__Vegaa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://twitter.com/brattbritt22/status/976296041275211776","https://t.co/9ViRubT0Xb"
"311","@NetflixUK you see this? Make it so!<ed><a0><bd><ed><b1><8f><ed><a0><bc><ed><bf><be><ed><a0><bd><ed><b1><8f><ed><a0><bc><ed><bf><be><ed><a0><bd><ed><b1><8f><ed><a0><bc><ed><bf><be><ed><a0><bd><ed><b1><8f><ed><a0><bc><ed><bf><be><ed><a0><bd><ed><b1><8f><ed><a0><bc><ed><bf><be> https://t.co/C5aEpE5pyU",0,FALSE,FALSE,"978141023225364480","NetflixUK","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Mon Mar 26 05:26:07 +0000 2018",NA,"231183280","en",0,FALSE,NA,"899950330087038976","<U+201C>Traveling <U+2013> it leaves you speechless, then turns you into a storyteller.<U+201D> <ed><U+00A0><U+00BE><ed><U+00B7><U+0090> Sc<ed><U+00A0><U+00BD><ed><U+00B8><U+008A>:nanbread_burale Insta<ed><U+00A0><U+00BD><ed><U+00B3><U+00B8>:Runawaysomali #theeastcollective",FALSE,"Tue Aug 22 11:04:13 +0000 2017",1748,143,9487,FALSE,NA,"H<U+2019>Challa<U+2728><U+2728><U+2728>","Pacific Time (US & Canada)","en",-25200,167,"Runaway_Somali",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://twitter.com/korshawilson/status/977650822065553408","https://t.co/C5aEpE5pyU"
"374","#dinnerafterwork<ed><a0><bd><ed><b8><8b><ed><a0><bc><ed><bd><b4>  #tanksGod #busog  #palmsunday @ BJ's Restaurant<e2><80><a6> https://t.co/IoLeEKKxDg",0,FALSE,FALSE,"978143298824019969",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",FALSE,"Mon Mar 26 05:35:10 +0000 2018",NA,NA,"fr",0,FALSE,"Clearwater, FL","1373372214",NA,TRUE,"Tue Apr 23 00:04:24 +0000 2013",593,97,429,FALSE,"http://www.facebook.com/elsantamaria07","Eugene L. Santamaria",NA,"en",NA,442,"elsantamaria83","US","United States","city","Clearwater, FL",NA,NA,27.9927105,-82.7553405,28.01588254,-82.73481997,"https://www.instagram.com/p/Bgxl7YKn0z2dHfzkH9vfOXEClrDgl6n3tEY-BI0/","https://t.co/IoLeEKKxDg"
"391","RT @DaReal_Rizzy: You really recorded yourself breaking and trespassing into a closed restauraunt...We gotta do betterrr <ed><a0><be><ed><b4><a6><ed><a0><bc><ed><bf><bd><e2><80><8d><e2><99><82><ef><b8><8f><c2><ae> https://t.c<e2><80><a6>",5,FALSE,FALSE,"978143413580288000",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Mon Mar 26 05:35:37 +0000 2018",NA,NA,"en",3,FALSE,NA,"531796471","RowanU 17'",TRUE,"Wed Mar 21 00:55:19 +0000 2012",8820,262,1698,FALSE,NA,"Ceus <U+2122>","Atlantic Time (Canada)","en",-10800,346,"Finesse_dc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"405","RT @BuzzFeed: This restaurant serves you wine in baby bottles <ed><a0><bc><ed><bd><b7> https://t.co/vcMEQWptox",310,FALSE,FALSE,"978143511009726465",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Mon Mar 26 05:36:00 +0000 2018",NA,NA,"en",0,FALSE,NA,"340745161","#MSU20 <ed><U+00A0><U+00BD><ed><U+00B0><U+00BB>",TRUE,"Sat Jul 23 05:42:26 +0000 2011",4007,587,7220,FALSE,NA,"Mon<U+00E9>t<ed><U+00A0><U+00BC><ed><U+00BC><U+00B9><ed><U+00A0><U+00BE><ed><U+00B5><U+0080>","Atlantic Time (Canada)","en",-10800,557,"_JoDej",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"409","The fact that they used Girls Just Wanna Have Fun<ed><a0><bd><ed><b8><82> https://t.co/u9yTaQ95ig",0,FALSE,FALSE,"978143543507156994",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Mon Mar 26 05:36:08 +0000 2018",NA,NA,"en",22,FALSE,NA,"380732092","Mind your business <U+2022> Finer Woman",TRUE,"Tue Sep 27 04:07:41 +0000 2011",93324,2387,14719,FALSE,NA,"LC","Mountain Time (US & Canada)","en",-21600,785,"rosegoldlex",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://twitter.com/therealskitzz/status/977253095322411009","https://t.co/u9yTaQ95ig"
"423","RT @kendall_Lu24_: Si se anim<c3><b3> hacer algo en el restaurant<ed><a0><bd><ed><b2><8b> quieren ver ..? https://t.co/Mjjr5ilRZa",343,FALSE,FALSE,"978143629138104320",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Mon Mar 26 05:36:28 +0000 2018",NA,NA,"es",3,FALSE,NA,"339919472",NA,TRUE,"Thu Jul 21 21:33:15 +0000 2011",10703,296,11325,FALSE,NA,"el papi",NA,"es",NA,3095,"msmeganegro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"443","LMIMP <ed><a0><bd><ed><b8><82><ed><a0><bd><ed><b8><82><ed><a0><bd><ed><b8><82><ed><a0><bd><ed><b8><82> https://t.co/BGflKbihFh",0,FALSE,FALSE,"978143768867147776",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Mon Mar 26 05:37:02 +0000 2018",NA,NA,"en",5,FALSE,"Cape Town ","1239448410","Fok alles.",FALSE,"Sun Mar 03 17:52:24 +0000 2013",14901,813,1480,FALSE,NA,"Safeyah Darries",NA,"en",NA,568,"SaffyDarries",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://twitter.com/korshawilson/status/977650822065553408","https://t.co/BGflKbihFh"
"460","RT @iwantthequeens: Going to Our favourite Spanish restaurant tonight <ed><a0><bd><ed><b2><83><ed><a0><be><ed><b5><98><ed><a0><bd><ed><b2><95>  Obedient bitches will send <c2><a3>100+ to cover the bill + drinks in a<e2><80><a6>",5,FALSE,FALSE,"978143834206097408",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Mon Mar 26 05:37:17 +0000 2018",NA,NA,"en",68,FALSE,"Cambridge/London/Norwich UK","4265314372","Maliciously Exploitative. Ruthlessly manipulative.<ed><U+00A0><U+00BD><ed><U+00B4><U+00AA><ed><U+00A0><U+00BD><ed><U+00B2><U+0094> Bank: 09-01-28 / 14661076<U+25AA><U+FE0F>Circle/Amazon: taraandholly@hotmail.com<U+25AB><U+FE0F>@queens_backup<U+25AA><U+FE0F>",TRUE,"Tue Nov 24 14:44:13 +0000 2015",24421,6260,18448,FALSE,"http://onlyfans.com/thequeens","The Queens","London","en",3600,340,"iwantthequeens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"501","RT @BuzzFeed: This restaurant serves you wine in baby bottles <ed><a0><bc><ed><bd><b7> https://t.co/vcMEQWptox",310,FALSE,FALSE,"978144143930085376",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Mon Mar 26 05:38:31 +0000 2018",NA,NA,"en",0,FALSE,"West Hollywood, CA","928850713429524480","CELEBRATING LIFE WITH BEAUTY",FALSE,"Fri Nov 10 05:04:02 +0000 2017",49,23,20,FALSE,NA,"FuFu",NA,"en",NA,506,"FuuuFuuuuuuuuuu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"502","RT @Vivian43439058: Be4 <ed><a0><bd><ed><b8><82><ed><a0><bd><ed><b8><82><ed><a0><bd><ed><b8><82><ed><a0><bd><ed><b8><82> https://t.co/5Po2pztCrr",1,FALSE,FALSE,"978144152616652800",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Mon Mar 26 05:38:33 +0000 2018",NA,NA,"und",17,FALSE,"Your Room","934139816","I Just Wanna Be SUCCESSFUL, Not In Race/Competition With Anyone #TeamEKSU #LifeIsTooShort #SUCCESSIsNotAnOption",TRUE,"Thu Nov 08 10:08:19 +0000 2012",70573,4211,3130,FALSE,NA,"*Pablo Martini*",NA,"en",NA,3318,"PabloHoggs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://twitter.com/PabloHoggs/status/977818769086173184","https://t.co/5Po2pztCrr"
"515","RT @BuzzFeed: This restaurant serves you wine in baby bottles <ed><a0><bc><ed><bd><b7> https://t.co/vcMEQWptox",311,FALSE,FALSE,"978144222955098112",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Mon Mar 26 05:38:50 +0000 2018",NA,NA,"en",5,FALSE,"Cape Town","113004617","I'm a Soldier, ,a believer in prayer and Christ, very opinionated and stand on what I believe in, I'm Original ... But you be the judge.",FALSE,"Wed Feb 10 11:32:55 +0000 2010",8418,450,1128,FALSE,NA,"According to Vuyo","Pretoria","en",7200,844,"VuyoFanta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"520","RT @DenmarkinNY: Today, Danish beer brewery @MikkellerNYC opens their first east coast brewery at Citi Field, Queens. <ed><a0><bc><ed><bd><bb> #DenmarkInNy stoppe<e2><80><a6>",7,FALSE,FALSE,"978144258275229696",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Mon Mar 26 05:38:58 +0000 2018",NA,NA,"en",223,FALSE,"Los Angeles, California","595530055","Improving the <ed><U+00A0><U+00BC><ed><U+00BC><U+008E> 1 step at a time!
#1stPrinciplesThinker #SuperConnector #InnovationInFiveWords figuring stuff out, in #LosAngeles!
Views Mine. RT <U+2260> endorsement",FALSE,"Thu May 31 14:24:56 +0000 2012",6327,775,9646,FALSE,"http://www.dabcla.com","Thomas Riebs","Pacific Time (US & Canada)","en",-25200,784,"ThomasRiebs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"555","Me: Ok, diet na.  ""Marianne, may meeting tayo sa ganitong restaurant..... ""  Repeat at least thrice a week <ed><a0><be><ed><b4><aa><ed><a0><bd><ed><b0><b7>",0,FALSE,FALSE,"978144450206560257",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",FALSE,"Mon Mar 26 05:39:44 +0000 2018",NA,NA,"tl",2,FALSE,"MNL, PHL ","593642598","Ora et Labora",TRUE,"Tue May 29 09:54:44 +0000 2012",15693,294,13336,FALSE,NA,"Marianne Ligan","Beijing","en",28800,289,"marianneligan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"558","<ed><a0><bd><ed><b8><82><ed><a0><bd><ed><b8><82><ed><a0><bd><ed><b8><82><ed><a0><bd><ed><b8><82> https://t.co/gleJTqG6zJ",0,FALSE,FALSE,"978144488886501376",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Mon Mar 26 05:39:53 +0000 2018",NA,NA,"und",17,FALSE,"Detroit <U+2708> Dallas","50503057","Eat to live, not live to eat Make The Healthy Choice IG: makethc FB: MakeTHC #UNT <U+03A9><U+03A8><U+03A6> email: makethc313@gmail.com #blogger #owner #weedenthusiast",FALSE,"Thu Jun 25 01:04:04 +0000 2009",104058,1175,2252,FALSE,"http://makethc.com","Modern Day Hippie <ed><U+00A0><U+00BC><ed><U+00BF><U+009D>","Eastern Time (US & Canada)","en",-14400,441,"HeizmanDoinWork",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://twitter.com/therealskitzz/status/977253095322411009","https://t.co/gleJTqG6zJ"
"575","RT @JeffreeStar: Had to stop in #Visalia and have dinner at my favorite restaurant downtown <ed><a0><bd><ed><b4><a5> https://t.co/tdK4Tgevlk",237,FALSE,FALSE,"978144569706475520",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Mon Mar 26 05:40:13 +0000 2018",NA,NA,"en",1,FALSE,NA,"1085160505","CSU Fullerton <ed><U+00A0><U+00BD><ed><U+00B2><U+0099><ed><U+00A0><U+00BD><ed><U+00B0><U+0098>",FALSE,"Sun Jan 13 06:05:06 +0000 2013",7210,333,9711,FALSE,NA,"Kallie Jung",NA,"en",NA,311,"Kallie__14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"585","Lol <ed><a0><bd><ed><b2><80><ed><a0><be><ed><b4><a3> https://t.co/xPL2dJZkrd",0,FALSE,FALSE,"978144624551350272",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Mon Mar 26 05:40:26 +0000 2018",NA,NA,"und",8,FALSE,"DALLAS <U+2708><U+FE0F>HOUSTON","464176223","| <U+F8FF>user| #RIPDAKOTA #RIPJDUBB #RIPBWILLZ #RIPCHUBB #RIPSJ #FREEKYLIN #BLESSED #Snapchat: Ygrsamp #AFO<U+26D3><ed><U+00A0><U+00BD><ed><U+00B2><U+00AF>",TRUE,"Sat Jan 14 23:04:34 +0000 2012",40985,2328,4870,FALSE,NA,"RegD","Hawaii","en",-36000,2376,"GodsGiftYG","US","United States","city","Conroe, TX",NA,NA,30.337514,-95.538134,NA,NA,"https://twitter.com/therealskitzz/status/977253095322411009","https://t.co/xPL2dJZkrd"
"589","RT @sleep_john_b: <e3><80><90><e3><82><b9><e3><82><bf><e3><83><83><e3><83><95><e3><82><88><e3><82><8a><ed><a0><bc><ed><bd><a9><e3><80><91> <e3><80><8c><e3><83><84><e3><83><bc><e3><83><ab><e3><83><bb><e3><83><89><e3><83><bb><e3><83><89><e3><83><bc><e3><83><8a><e3><83><83><e3><83><84><ef><bc><81>2018 <ef><bd><9e>I Like You <e3><81><8b><e3><82><89> I Love You <e3><81><b8><ef><bd><9e><e3><80><8d> <e3><83><81><e3><82><b1><e3><83><83><e3><83><88><e6><ae><8b><e3><82><8a><e3><82><8f><e3><81><9a><e3><81><8b><ef><bc><81><e5><90><84><e3><83><97><e3><83><ac><e3><82><a4><e3><82><ac><e3><82><a4><e3><83><89><e3><81><ab><e3><81><a6><e8><b2><a9><e5><a3><b2><e4><b8><ad><e2><98><9d><ef><b8><8f> <e6><96><b0><e6><9b><b2><e3><82><82><e3><81><84><e3><81><84><e6><84><9f><e3><81><98><e3><81><ab><e4><bb><95><e4><b8><8a><e3><81><8c><e3><81><a3><e3><81><a6><e3><82><8b><e3><81><bf><e3><81><9f><e3><81><84><e3><81><a7><e3><81><99><e3><82><88><e3><80><9c><ef><bc><9f><e3><81><8a><e6><a5><bd><e3><81><97><e3><81><bf><e3><81><ab><ef><bc><81><ef><bc><81>  <e2><ad><90><ef><b8><8f>4/7(<e5><9c><9f><e2><80><a6>",2,FALSE,FALSE,"978144647192051712",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Mon Mar 26 05:40:31 +0000 2018",NA,NA,"ja",0,FALSE,NA,"922017479651508230","<U+30A6><U+30EB><U+30D5><U+30EB><U+30BA><U+304C><U+5927><U+597D><U+304D><U+3002><U+97F3><U+697D><U+306E><U+9053><U+6A19><U+306B><U+306A><U+3063><U+3066><U+304F><U+308C><U+305F><U+306E><U+306F>Hiram Bullock<U+3001>Dr. John<U+3001>Snooks Eaglin<U+3002>",FALSE,"Sun Oct 22 08:31:12 +0000 2017",1140,79,3482,FALSE,NA,"<U+30A2><U+30A4><U+30B7><U+30E3>",NA,"ja",NA,85,"honkii23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"598","Guests from The ON5 Restaurant having a go on @Ascot mechanical horse yesterday<ed><a0><bd><ed><b1><8d><ed><a0><bd><ed><b1><8d><ed><a0><bd><ed><b1><8d>.   #CrosseysJockeyHosting https://t.co/TcqVKZC75w",0,FALSE,FALSE,"978144680134103040",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Mon Mar 26 05:40:39 +0000 2018",NA,NA,"en",107,FALSE,"Lambourn Based","188684687","NH Jockey.Married to Lady Rebecca,Father to TommyT,Sponsored by Inspire Racing Club #CrosseysJockeyCoaching #CrosseysJockeyHosting https://t.co/FvlYRr1kuC",FALSE,"Thu Sep 09 10:09:12 +0000 2010",16648,13567,1934,FALSE,"http://inspireracingclub.co.uk","David Crosse",NA,"en",NA,30,"DavidCrosse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"613","RT @hrsteveholmes: <ed><a0><bd><ed><b9><8c><ed><a0><bc><ed><bf><bb> HUGE Thanks to @ziyarestaurant who have kindly donated a 3 course meal for two as a prize in our raffle for @SMH_GynM<e2><80><a6>",3,FALSE,FALSE,"978144797058879490",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Mon Mar 26 05:41:07 +0000 2018",NA,NA,"en",26,FALSE,"North West, England","707569995019128833","Director of Nursing & Midwifery @ SMH British swimming lover. Supporter of United. A proud mum & wife. All my views are my own I browse & retweet",TRUE,"Wed Mar 09 14:13:27 +0000 2016",12544,733,16007,FALSE,NA,"Kathy Murphy",NA,"en-GB",NA,227,"kathymurphy0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"682","She<e2><80><99>s so beautiful omg <ed><a0><bd><ed><b8><8d><ed><a0><bd><ed><b8><8d> #ChooseEmpathy <ed><a0><bd><ed><b9><8f><ed><a0><bc><ed><bf><bb> https://t.co/zSaWwg1Itn",0,FALSE,FALSE,"978145234432528384",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Mon Mar 26 05:42:51 +0000 2018",NA,NA,"en",15,FALSE,"My friends are my family <U+2764><U+FE0F>","2411284875","20<U+2022>french girl <ed><U+00A0><U+00BC><ed><U+00B7><U+00AB><ed><U+00A0><U+00BC><ed><U+00B7><U+00B7> Selena, Neymar my loves | #TVDForever #TheOriginals | #ViscaBar<U+00E7>a #FiereDetreBleus #For<U+00E7>aSele<U+00E7><U+00E3>o <U+26BD><U+FE0F> Music is my everything <ed><U+00A0><U+00BC><ed><U+00BE><U+00B6> Emotional <ed><U+00A0><U+00BD><ed><U+00B2><U+0095>",TRUE,"Fri Mar 14 22:38:42 +0000 2014",34628,3294,62314,FALSE,NA,"Charl<U+00E8>ne <ed><U+00A0><U+00BC><ed><U+00BC><U+00BB>","Pacific Time (US & Canada)","fr",-25200,3564,"64_sel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://twitter.com/lwsgmedia/status/978121388451074048","https://t.co/zSaWwg1Itn"
"684","RT @sleep_john_b: <e3><80><90><e3><82><b9><e3><82><bf><e3><83><83><e3><83><95><e3><82><88><e3><82><8a><ed><a0><bc><ed><bd><a9><e3><80><91> <e3><80><8c><e3><83><84><e3><83><bc><e3><83><ab><e3><83><bb><e3><83><89><e3><83><bb><e3><83><89><e3><83><bc><e3><83><8a><e3><83><83><e3><83><84><ef><bc><81>2018 <ef><bd><9e>I Like You <e3><81><8b><e3><82><89> I Love You <e3><81><b8><ef><bd><9e><e3><80><8d> <e3><83><81><e3><82><b1><e3><83><83><e3><83><88><e6><ae><8b><e3><82><8a><e3><82><8f><e3><81><9a><e3><81><8b><ef><bc><81><e5><90><84><e3><83><97><e3><83><ac><e3><82><a4><e3><82><ac><e3><82><a4><e3><83><89><e3><81><ab><e3><81><a6><e8><b2><a9><e5><a3><b2><e4><b8><ad><e2><98><9d><ef><b8><8f> <e6><96><b0><e6><9b><b2><e3><82><82><e3><81><84><e3><81><84><e6><84><9f><e3><81><98><e3><81><ab><e4><bb><95><e4><b8><8a><e3><81><8c><e3><81><a3><e3><81><a6><e3><82><8b><e3><81><bf><e3><81><9f><e3><81><84><e3><81><a7><e3><81><99><e3><82><88><e3><80><9c><ef><bc><9f><e3><81><8a><e6><a5><bd><e3><81><97><e3><81><bf><e3><81><ab><ef><bc><81><ef><bc><81>  <e2><ad><90><ef><b8><8f>4/7(<e5><9c><9f><e2><80><a6>",3,FALSE,FALSE,"978145249540300806",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Mon Mar 26 05:42:55 +0000 2018",NA,NA,"ja",2,FALSE,"<U+5343><U+8449><U+770C>","2781394574","<U+30A6><U+30EB><U+30D5><U+30EB><U+30BA><U+5927><U+597D><U+304D><U+FF01>
<U+3051><U+30FC><U+3084><U+3093><U+5927><U+597D><U+304D><U+FF01><U+FF01><U+3000>
<U+30A6><U+30EB><U+30D5><U+30EB><U+30BA><U+306E><U+3053><U+3068><U+3067><U+3001><U+3042><U+30FC><U+3060><U+3053><U+30FC><U+3060>  <U+76DB><U+308A><U+4E0A><U+304C><U+308A><U+305F><U+3044><U+FF3C>(^o^)<U+FF0F>
<U+30C4><U+30A4><U+30FC><U+30C8><U+306F><U+304A><U+304B><U+3093><U+76EE><U+7DDA> (<U+7B11>)",TRUE,"Sun Aug 31 01:24:37 +0000 2014",11807,197,3818,FALSE,NA,"<U+307F><U+FF5E><U+308B>",NA,"ja",NA,299,"trumiiru",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"710","Dylas: Yeah we couldn<e2><80><99>t live in my room at the restaurant, it<e2><80><99>s tiny and the walls are really thin.  Oh my god <ed><a0><bd><ed><b8><82><ed><a0><bd><ed><b8><82>",0,FALSE,FALSE,"978145393748914181","_Komamari","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Mon Mar 26 05:43:29 +0000 2018","978144928558665729","2828870109","en",2,FALSE,"Illinois, USA","2828870109","22|College Student|<U+4E59><U+5973><U+30B2><U+304C><U+5927><U+597D><U+FF5C>REJET<ed><U+00A0><U+00BD><ed><U+00B6><U+00A4>| SMT<U+FF5C>Aspiring Optimist&Aspiring future translator<U+FF5C>Azusa Mukami is my everything<U+FF5C>I write summaries of DiaLovers routes<ed><U+00A0><U+00BC><ed><U+00BD><U+0091><U+2728>",TRUE,"Tue Oct 14 03:18:18 +0000 2014",12815,189,18088,FALSE,"https://komamari.wordpress.com","Mari<ed><U+00A0><U+00BC><ed><U+00BD><U+0091><U+FF20><U+30C7><U+30A3><U+30A2><U+30E9><U+30F4><U+30A1>DarkFate","Pacific Time (US & Canada)","en",-25200,428,"_Komamari",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"741","RT @wongderful95: Another OngNiel date tea<ed><a0><bc><ed><bd><b5>  OP said Ong and Daniel went to Black Pork Restaurant two weeks ago. OP said Ong Seongwu is a v<e2><80><a6>",94,FALSE,FALSE,"978145591338381312",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Mon Mar 26 05:44:16 +0000 2018",NA,NA,"en",0,FALSE,NA,"849085913862995972","Wannable <U+2764>
Slate<U+2764>
Ong SeongWu Is My Religion<U+2764>
OngNiel Es Real siosi<ed><U+00A0><U+00BC><ed><U+00BC><U+009A>",FALSE,"Tue Apr 04 02:27:11 +0000 2017",29024,31,40417,FALSE,NA,"CocOng",NA,"es",NA,472,"BurlOng95",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"753","RT @DavidCrosse: Guests from The ON5 Restaurant having a go on @Ascot mechanical horse yesterday<ed><a0><bd><ed><b1><8d><ed><a0><bd><ed><b1><8d><ed><a0><bd><ed><b1><8d>.   #CrosseysJockeyHosting https://t.co/<e2><80><a6>",1,FALSE,FALSE,"978145695445241856",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",FALSE,"Mon Mar 26 05:44:41 +0000 2018",NA,NA,"en",75,FALSE,"Louth, Ireland","395514224","Michael Rafferty
80 Sliabh Breagh, Ardee, Co.Louth 

Fighting depression & I won't be silenced by it, More need to talk about it. It is okay to not be okay",TRUE,"Fri Oct 21 19:46:34 +0000 2011",137092,8666,14266,FALSE,"https://www.google.ie/search?q=anaglogs+daughter+twitter&source=lnms&tbm=isch&sa=X&ved=0ahUKEwix8YKt","Anaglogs Daughter","London","en",3600,1159,"AnaglogsDaughtr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"788","RT @KaitlinL_B: I strictly judge a restaurant off their ranch...if it<e2><80><99>s bad..well, im not going there<ed><a0><bd><ed><b8><82><ed><a0><bd><ed><b8><82> https://t.co/CBub5q9s3t",1,FALSE,FALSE,"978145906208866304",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Mon Mar 26 05:45:31 +0000 2018",NA,NA,"en",0,FALSE,"WA","2935711999","<ed><U+00A0><U+00BD><ed><U+00B2><U+0096><ed><U+00A0><U+00BD><ed><U+00B2><U+0095><ed><U+00A0><U+00BD><ed><U+00B2><U+0096>@ my man",TRUE,"Fri Dec 19 05:09:35 +0000 2014",784,44,4201,FALSE,NA,"<U+FF4B>a <U+FF54><U+FF59>",NA,"en",NA,71,"Ka_t97",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://twitter.com/chrissyteigen/status/977741270641606656","https://t.co/CBub5q9s3t"
"809","RT @FaZeRug: There was a fan watching my videos next to me at a restaurant and he had no idea I was sitting right behind him <ed><a0><bd><ed><b8><82> https://t.co<e2><80><a6>",1017,FALSE,FALSE,"978146048148348928",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Mon Mar 26 05:46:05 +0000 2018",NA,NA,"en",5,FALSE,"Mililani Town, HI","3114646045","god is good, all the time and all the time, god is good <ed><U+00A0><U+00BE><ed><U+00B4><U+009E><ed><U+00A0><U+00BC><ed><U+00BF><U+00BD>",TRUE,"Sun Mar 29 06:14:01 +0000 2015",32136,693,73853,FALSE,NA,"michelley<ed><U+00A0><U+00BD><ed><U+00B2><U+009E>",NA,"en",NA,485,"michellebaaanks",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
